path,domain,subdomain,priority_tier,review_status,correctness_status,quality_status,link_status,duplication_status,acronym_status,release_relevance,reviewer,reviewed_at_utc
docs/handoff/GEMINI_V0_4_WORKING_PLAN_REVIEW_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL128_LINUX_RUNBOOK.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL130_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL135_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL136_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL137_138_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL139_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL140_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL141_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL145_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL147_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL148_V0_2_SCOPE_DECISION_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL150_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL151_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL152_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL153_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL154_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL155_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL156_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL157_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL157_FRESH_CLONE_EXTERNAL_AGENT_ACCEPTANCE.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL158_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL159_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL160_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL161_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL163_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL164_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL165_AI_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL165_EXTERNAL_CONTINUATION_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL165_GEMINI_PROMPT.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL169_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL169_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL170_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL171_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL172_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL173_CLAUDE_EXPLANATION_REPORT_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL173_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL174_CLAUDE_TEST_DRAFT_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL174_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL175_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL176_CLAUDE_EXECUTION_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL176_CLAUDE_PLAN_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL177_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL178_179_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL178_179_GEMINI_DOCS_ONLY_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL178_179_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL178_CLAUDE_4K_WINDOWS_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL178_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL179_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL180_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL180_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL181_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL181_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL182_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL182_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL184_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL185_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL186_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL187_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL187_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL189_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL189_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL190_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL190_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL191_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL191_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL192_CLAUDE_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL192_GEMINI_ONE_SENTENCE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL70_START_HERE.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL78_CLAUDE_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/GOAL97_EXTERNAL_VARIANTS.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/KEY_REPORTS.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,preserved_archive,codex,2026-04-11T10:31:15.644615+00:00
docs/handoff/NEXT_TASK.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/OPEN_BLOCKERS.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/PROJECT_MEMORY_BOOTSTRAP.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/REMOTE_RUNBOOK.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/START_HERE.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_2_EXTERNAL_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_2_PROCESS_AUDIT_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_2_TEST_AND_DOC_REVIEW_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_2_USER_DOC_DRAFT_HANDOFF.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_3_EXTERNAL_REVIEW_REQUEST_FINAL_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_3_EXTERNAL_REVIEW_REQUEST_ROUND2_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_3_EXTERNAL_USAGE_TEST_HANDOFF_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_4_FINAL_REVIEW_GATE_HUB_2026-04-11.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/handoff/V0_4_RELEASE_FINAL_SIGN_OFF_HANDOFF_2026-04-11.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_datasets.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_paper_dataset_provenance.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_paper_reproduction_checklist.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_paper_reproduction_matrix.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_public_dataset_sources.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/rayjoin_target.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_facing_examples.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_1/README.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_1/audit_report.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_1/final_readiness_check.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_1/release_statement.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_1/work_report.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_2/README.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_2/audit_report.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_2/release_statement.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_2/support_matrix.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_2/tag_preparation.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_3/README.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_3/audit_report.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_3/release_statement.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_3/support_matrix.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_3/tag_preparation.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4/README.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_4/audit_report.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_4/release_statement.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_4/support_matrix.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_4/tag_preparation.md,docs,docs,3,reviewed,pass,pass,pass,pass,pass,critical,codex_release_audit,2026-04-11T05:11:23.419902+00:00
docs/release_reports/v0_4_preview/README.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/acceptance_criteria.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/datasets_and_baselines.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/initial_goal_order.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/proposed_surfaces.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/release_statement.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/support_matrix.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/release_reports/v0_4_preview/theme_and_scope.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/Codex_Vulkan_Backend_Review_2026-04-02.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/Consensus_Vulkan_Backend_Review_2026-04-02.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/Gemini_Final_Project_Audit_2026-04-03.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/Gemini_Vulkan_Backend_Review_2026-04-02.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/RTDL_Wiki_Generation_Report_2026-04-09_external.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/RTDL_v0.3_External_Test_Report_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/RTDL_v0_3_Final_Audit_Report_2026-04-09_external.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/antigravity_external_review_intake_2026-04-07.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal196_fixed_radius_neighbors_contract_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal197_fixed_radius_neighbors_dsl_surface_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal198_fixed_radius_neighbors_truth_path_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal199_fixed_radius_neighbors_cpu_oracle_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal200_fixed_radius_neighbors_embree_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal201_fixed_radius_neighbors_external_baselines_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal212_v0_4_full_audit_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal215_v0_4_gpu_rework_proposal_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal216_fixed_radius_neighbors_optix_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_goal218_fixed_radius_neighbors_vulkan_implementation_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_hidden_star_demo_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_v0_3_release_surface_audit_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_v0_4_direction_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_v0_4_working_plan_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/claude_workloads_and_research_foundations_audit_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/embree_endflicker_review_claude_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/embree_endflicker_review_gemini_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/embree_evaluation_report_2026-03-30.pdf,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/embree_evaluation_summary_2026-03-30.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/embree_gap_analysis_2026-03-30.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/external_raw/README.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/external_raw/RTDL_Wiki_Generation_Report_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/external_raw/RTDL_v0.3_Final_Audit_Report_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/external_raw/rtdl_v0_4_code_audit_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/external_raw/rtdl_v0_4_full_code_audit_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/front_page_tutorial_usability_audit_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/front_page_tutorial_usability_review_claude_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/front_page_tutorial_usability_review_gemini_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/full_rayjoin_repetition_feasibility_2026-04-02.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_external_aggressive_user_v0_4_review_2026-04-11.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal196_fixed_radius_neighbors_contract_review_2026-04-09.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal197_fixed_radius_neighbors_dsl_surface_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal198_fixed_radius_neighbors_truth_path_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal199_fixed_radius_neighbors_cpu_oracle_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal200_fixed_radius_neighbors_embree_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal201_fixed_radius_neighbors_external_baselines_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal202_knn_rows_contract_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal203_knn_rows_dsl_surface_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal204_knn_rows_truth_path_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal205_knn_rows_cpu_oracle_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal206_knn_rows_embree_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal207_knn_rows_external_baselines_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal208_v0_4_public_example_chain_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal212_v0_4_full_audit_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
docs/reports/gemini_goal215_v0_4_gpu_rework_proposal_review_2026-04-10.md,docs,docs,3,not_reviewed,unchecked,unchecked,unchecked,unchecked,unchecked,unknown,,
