goal_number,path,report_count,review_artifact_count,flow_basis,local_flow_check_status,ai_flow_check_artifact,ai_approve_artifact
61,docs/goal_61_rayjoin_bounded_paper_closure.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
62,docs/goal_62_peer_review_paper.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
63,docs/goal_63_audit_flow_consensus.md,2,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
64,docs/goal_64_submission_ready_paper_package.md,2,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
65,docs/goal_65_vulkan_optix_linux_comparison.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
66,docs/goal_66_vulkan_correctness_closure.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
67,docs/goal_67_vulkan_and_doc_repair.md,4,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
69,docs/goal_69_pip_performance_repair.md,6,8,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
70,docs/goal_70_optix_beats_postgis.md,3,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
71,docs/goal_71_embree_beats_postgis.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
72,docs/goal_72_vulkan_long_county_prepared_exec.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
73,docs/goal_73_linux_test_closure.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
74,docs/goal_74_three_ai_post_goal73_audit.md,1,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
75,docs/goal_75_oracle_trust_envelope.md,3,8,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
76,docs/goal_76_runtime_prepared_cache.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
77,docs/goal_77_runtime_cache_measurement.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
78,docs/goal_78_vulkan_positive_hit_sparse_redesign.md,5,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
79,docs/goal_79_linux_performance_reproduction_matrix.md,3,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
80,docs/goal_80_long_end_to_end_runtime_cache_win.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
81,docs/goal_81_optix_long_exact_raw_input_win.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
82,docs/goal_82_optix_pre_embree_audit.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
83,docs/goal_83_embree_long_exact_source_repair.md,3,6,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
84,docs/goal_84_exact_source_long_backend_summary.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
85,docs/goal_85_vulkan_hardware_validation_and_measurement.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
86,docs/goal_86_backend_comparison_closure.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
87,docs/goal_87_vulkan_long_exact_source_unblocked.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
88,docs/goal_88_vulkan_long_exact_raw_input_measurement.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
89,docs/goal_89_backend_comparison_refresh.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
90,docs/goal_90_code_review_and_process_audit.md,3,5,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
91,docs/goal_91_test_expansion_for_rayjoin_reproduction.md,3,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
92,docs/goal_92_architecture_api_and_performance_docs.md,3,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
93,docs/goal_93_rayjoin_reproduction_release_matrix.md,4,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
94,docs/goal_94_v0_1_release_validation.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
95,docs/goal_95_v0_1_release_docs.md,3,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
96,docs/goal_96_v0_1_release_audit.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
97,docs/goal_97_ray_hit_sorting_kernel.md,3,5,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
98,docs/goal_98_optix_release_regression_repair.md,4,7,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
99,docs/goal_99_optix_cold_prepared_run1_win.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
